Extraversion,Agreeableness,Conscientiousness,Neuroticism,Openness,Education,IQ,Performance
-0.216373,-0.233495,33,-0.109015,-1.58891,17,110,36.0989
-0.522154,-0.394911,53,1.15294,0.47824,8,75,43.7884
-0.583193,0.546367,40,0.140628,-2.27538,18,101,47.3213
-0.59997,-0.577628,52,-1.11672,-1.14759,16,102,54.0667
-0.144715,-0.769079,44,-0.907931,-0.715051,13,87,42.1994
0.663801,0.868699,49,-0.741948,-0.388166,12,109,50.422
0.322021,2.07941,52,-0.222079,0.616708,18,135,54.2935
-1.07097,-1.33873,28,0.124412,-1.43767,11,89,37.3634
-0.351087,0.328608,45,0.65973,-1.75676,9,98,40.0606
-0.108256,0.826221,57,1.30668,-0.470936,16,118,61.0513
0.600402,0.606814,48,-0.677389,0.669835,17,119,52.242
-1.27338,1.08295,48,0.054714,0.427115,14,84,47.8344
-0.953055,-1.78009,43,0.780212,0.697366,13,103,46.4104
0.212579,-0.757839,53,-0.662947,-0.791735,15,137,59.349
-1.41068,-1.18029,31,-0.783023,0.777827,13,109,36.863
-0.443551,-1.06036,32,-0.025958,0.869058,11,113,28.7935
0.0679072,1.30871,65,-0.793221,0.789977,12,92,63.3604
0.768843,-1.97077,47,-0.416574,0.598532,8,90,43.5576
-0.450195,2.59389,63,0.862705,0.268695,18,107,72.0233
0.27667,-0.0230719,43,-2.01671,0.109001,10,104,40.3184
1.52775,-1.45909,38,-0.464251,1.90288,10,85,41.2791
0.386792,-0.204013,46,-0.762985,1.24631,15,125,54.1904
-0.0549253,1.04879,50,1.63363,0.3884,13,103,51.991
0.863369,-0.0298835,52,0.131492,0.45565,15,114,53.3474
-0.60848,-0.685789,38,-1.1733,1.361,12,77,38.6714
0.417974,0.862426,66,1.12475,1.07444,14,101,56.1777
1.62986,1.30625,57,-0.0284032,1.22413,18,92,61.2082
-2.03215,0.317799,31,0.374535,-0.0240463,11,110,31.1219
0.131645,0.744474,49,0.0379433,1.6082,13,109,57.0019
0.481783,1.52372,53,-0.950149,1.58723,12,97,52.4498
-0.552544,0.437305,41,0.652242,0.573415,14,123,39.6274
0.897815,-0.0930971,55,-0.27829,0.413149,11,101,53.7629
0.337559,1.16936,45,-0.452306,0.320139,14,120,49.1701
1.97792,-0.100977,46,0.941939,-1.19608,6,87,46.9926
-1.41841,0.525299,34,0.608769,-0.0348069,10,86,33.5843
-0.564101,0.315803,46,0.928747,0.586468,19,132,50.21
-1.47508,1.27409,50,-0.902516,-0.146781,11,97,54.7017
-0.64297,-0.483406,70,0.0316598,1.56721,16,94,69.8041
0.151734,-1.68308,40,0.197041,-0.227302,13,87,33.6839
-0.2484,0.0754477,60,-0.0667667,-1.10244,13,95,59.1926
-0.566976,0.273873,33,0.316891,0.314938,10,107,35.6001
0.465339,-1.27572,38,0.918635,-0.184114,10,81,40.6258
-1.21957,-0.855698,53,-1.01307,0.776673,13,98,48.9934
1.17442,0.107774,38,0.500474,-0.203269,9,77,36.0457
-0.573262,-2.07139,37,-0.663305,-0.249671,12,107,40.7248
0.516959,-0.979947,45,-0.365519,0.030096,10,98,47.0306
-0.99559,-0.790418,44,2.96989,-2.0036,12,100,40.6892
2.01338,0.938589,53,0.0337656,1.50958,13,102,49.7087
-0.477702,1.91929,73,-1.65353,0.826415,10,81,63.0975
-0.149629,2.65721,36,-0.636385,-0.940824,17,114,40.9213
1.51692,1.61927,67,0.216321,0.597273,14,123,70.1989
0.245202,1.24542,57,0.405092,1.01683,15,92,54.9842
-0.400576,-0.0825164,49,-0.241125,1.34374,10,79,51.5782
-0.469206,-0.690295,55,0.874151,0.278921,15,94,65.8098
0.312103,-0.577592,49,0.218721,0.168203,11,100,49.5212
-0.00102322,-0.900146,45,-1.75762,-0.523489,12,86,41.621
-0.876195,0.547127,56,0.167397,-0.609708,13,63,37.7787
-0.718345,-0.0101067,59,-0.81344,-0.980358,10,85,53.2831
0.890022,0.49086,49,-0.494877,0.0962168,12,95,44.81
-1.4583,-0.051204,33,1.4125,-1.31998,9,96,36.1931
-2.42411,-0.892554,45,-0.1859,-1.35397,13,91,51.5067
0.0417989,0.140372,41,1.49948,1.30985,13,106,41.9191
-0.869713,-0.702959,42,-0.292312,-0.432572,12,78,45.156
2.00595,0.344197,54,0.772119,1.51459,15,90,53.5054
0.413708,-0.908365,46,0.286979,-2.29009,11,100,50.5668
0.74389,-0.53677,38,-1.66308,1.42364,9,93,33.4051
-0.986263,-0.996854,54,-0.496672,1.4872,14,112,50.1389
1.92452,0.427775,53,0.232881,0.55809,13,91,57.6176
0.569929,-1.22498,46,0.602847,-2.72619,11,94,39.7171
0.158375,0.592761,66,-0.439048,0.347744,17,120,76.4872
-0.275182,0.140298,62,1.37445,0.111398,13,97,59.4815
0.992541,0.27297,59,2.04699,0.372915,16,91,60.1532
-3.10151,0.289039,46,-1.61671,-1.85379,15,110,53.5732
0.00508189,0.40817,56,0.255352,0.198313,11,77,48.9517
1.3804,-0.0155498,48,0.587643,0.868342,14,108,49.1201
-1.93742,-1.11267,58,-2.82158,0.0223169,16,99,58.2428
-1.17221,-0.985867,43,-0.173942,1.18313,16,122,47.1673
-0.00866685,1.24053,52,1.33253,1.62192,12,83,46.4232
-0.909491,-0.404734,37,-0.241712,0.598331,11,73,38.3097
-0.457739,1.44999,64,1.38937,-1.58163,15,97,59.2814
-0.0459309,-0.491471,41,2.04972,1.01428,16,96,39.649
0.728672,0.552575,39,1.11986,0.770296,13,108,43.115
0.973905,-1.40138,34,-0.840773,0.24067,13,97,38.7791
0.315759,0.996886,54,2.11225,0.172744,13,86,57.7238
-1.46452,-1.56848,67,-2.27632,-1.54613,13,122,61.5738
0.729736,-0.227524,59,-0.262209,-0.148899,20,117,72.6784
-0.240295,-0.187824,53,-0.928317,1.07019,14,102,49.1725
1.72443,1.76762,64,0.312005,-2.56761,11,86,60.3823
-0.464138,0.996108,60,0.426055,-1.8734,15,106,61.7649
0.491948,-0.23408,57,-1.33248,0.482385,14,103,59.338
-0.613873,1.49699,39,0.4707,0.493377,9,114,44.3309
0.136892,-0.238168,47,1.34782,-1.44104,13,82,42.9127
0.639872,0.413985,52,0.180748,0.929524,12,119,50.1748
0.262631,0.394025,45,-1.389,-0.395133,15,104,50.5743
1.38779,1.37752,59,0.775685,-0.0241268,20,110,64.5439
-1.22745,-0.34389,57,0.0822046,-1.02047,14,99,52.3847
0.052741,0.299374,40,-1.45094,-1.69278,15,126,46.1773
0.292752,0.0601327,48,1.81559,-0.920376,11,98,50.0122
0.360417,-0.452915,57,0.767538,0.269292,11,87,58.7095
1.10394,0.271985,45,0.940728,1.85002,12,93,49.4354
0.207541,-1.04893,23,1.29911,-0.318578,8,83,28.3471
0.591834,0.0369563,54,-0.0669847,-0.257327,11,117,55.5462
0.0386975,-0.287979,57,2.3738,1.50393,18,135,62.191
0.0169982,0.586114,34,-0.626031,1.13772,10,78,40.5768
0.939306,-0.0329056,69,0.296162,-0.351436,10,80,58.7429
0.507811,0.354398,49,-1.05637,0.837883,13,99,42.9352
-0.181534,-0.857802,43,1.59247,0.424864,14,106,51.4846
1.4469,0.328367,57,-0.270275,0.772158,13,69,46.4792
0.348984,-2.20861,39,-0.569415,-1.12189,16,113,40.3393
0.321722,-0.331505,39,-0.873231,0.739883,15,116,43.8865
-1.27526,0.926275,46,0.595336,-1.4308,12,85,43.171
-1.33475,0.517704,45,-0.330584,-1.12192,11,97,44.0793
0.539341,-0.828033,44,0.314876,0.971624,11,80,38.5055
0.583417,0.87562,44,0.471939,0.168011,9,89,39.1456
1.30468,-1.29574,64,0.48413,-1.7051,16,86,58.6079
0.446438,-1.42505,50,-0.647214,-0.859187,8,85,48.7072
0.19818,1.4778,79,-1.53122,0.177255,18,87,66.6154
2.17114,-0.441909,41,-1.09699,0.167711,8,70,30.9403
-0.087717,-1.26755,29,-0.900244,0.74855,13,133,36.5101
-0.684396,0.739199,61,1.06487,-1.25387,14,118,58.9152
0.195031,0.380556,42,0.587993,1.8167,14,104,42.2227
1.02614,-0.361179,59,1.10303,-1.69957,15,97,54.5925
-0.0472916,-0.48423,40,1.1242,1.70463,13,105,42.5885
0.246553,-1.04523,38,-1.49143,-1.48011,12,100,45.6031
-0.417153,-0.329086,40,-0.15572,-1.3012,10,86,44.0486
0.0662876,0.960035,52,0.105874,-0.775929,9,112,52.7514
-0.773905,-0.190565,27,-0.853892,0.511439,14,97,28.5328
0.714718,-0.767126,49,0.101693,0.322559,13,106,47.1083
-0.137442,-1.62527,55,1.47121,0.907978,13,110,59.295
-0.928994,0.464649,32,0.418612,-0.320118,10,79,35.6704
-0.656052,0.741804,60,1.65325,2.07515,15,94,57.2153
2.02515,1.20306,58,0.0236729,-0.17919,14,100,65.0564
-1.47639,-0.342764,39,0.151215,-1.45249,11,116,42.622
1.1096,0.128311,54,1.15869,-0.673606,14,93,59.5316
0.956428,1.32982,56,2.14083,1.99118,11,111,43.793
-0.492972,-0.404535,57,0.677004,0.708295,14,91,53.7426
-0.200481,-1.25867,62,-1.59781,-0.143936,14,99,67.5799
1.52796,1.62806,39,-0.242411,-0.293411,13,92,48.201
1.23906,0.516916,65,-0.812255,0.621335,16,81,60.8849
-1.13961,-2.08532,48,-0.123252,0.978273,11,99,43.8087
-0.588867,-1.31263,43,-1.54199,-0.713512,15,111,51.6513
-0.512446,2.47286,45,1.27337,1.77983,14,111,50.6897
1.07386,1.68817,47,0.834287,0.684826,13,95,51.1545
-1.05613,0.625808,63,-0.971288,0.139915,18,114,60.7574
0.838198,0.303605,52,-0.517597,-2.32875,13,102,55.9026
1.08798,-1.2976,44,0.893656,-0.871966,13,104,42.9788
0.602099,-1.1402,40,-1.22198,1.86671,8,57,32.4506
-0.563641,1.02601,65,-1.62268,-1.06296,18,85,58.4127
-0.0920634,0.909406,52,-0.235198,0.563992,14,102,48.1059
1.43577,1.02532,58,0.941394,0.368543,17,95,54.5348
0.320062,0.80508,61,0.110874,-0.106366,10,93,62.7978
0.050141,-1.05773,60,-1.457,0.118494,14,98,64.2541
-0.0692791,1.38373,46,-0.476411,-0.580414,12,88,45.7442
-1.22858,0.460759,56,-0.751666,-0.184302,14,114,56.1903
1.16859,1.85013,33,1.28084,0.391559,15,110,38.2135
-1.42302,0.886609,56,-0.292759,-0.846741,10,89,52.0069
2.68428,0.134336,50,-0.190568,0.395002,15,131,54.841
-0.655739,0.741462,63,-0.435627,0.679893,13,84,54.7769
-0.112565,-1.0751,34,0.463154,-0.617303,12,109,31.638
-1.05054,0.858617,52,0.228962,0.586484,8,77,48.684
-0.071765,0.538819,42,0.903054,-0.308637,13,81,40.9062
-0.548038,-0.979652,39,-0.704318,-0.460312,13,124,38.5297
0.0172624,-1.7975,50,0.954588,0.982928,10,72,45.5755
0.178235,-0.578989,48,1.32059,0.597371,12,86,45.7805
-0.373757,0.544971,52,0.714166,-0.66832,14,97,56.4859
0.305135,0.519871,41,-0.848366,1.43558,15,119,41.0478
-0.112814,-1.22631,35,-1.38559,0.863405,12,102,35.6251
-0.473219,1.0237,67,1.39058,0.255803,17,106,73.0862
-0.629823,0.199241,44,-1.21095,0.238095,13,78,38.7723
1.75611,0.194873,56,0.84107,2.55665,18,110,59.2567
-0.106936,-0.733258,49,-0.661359,0.468687,9,87,47.4558
0.696561,-0.175193,52,0.335674,-1.25922,10,115,49.6605
-0.0472764,-1.38913,58,0.266406,0.201836,12,100,54.1902
0.513245,0.13867,56,0.0189143,-0.15813,11,72,51.3151
0.880771,-0.0654406,75,0.547641,0.0418043,11,97,67.6327
0.700527,0.591367,58,-0.133706,-0.648397,17,118,61.3903
0.364918,-0.79681,52,1.2634,-0.468284,11,95,57.9229
-1.19379,-1.09684,30,-0.00526483,-1.38593,10,79,29.7768
-0.891866,-0.57243,36,-0.624425,-0.449618,9,95,33.9548
0.313122,0.803838,64,0.263487,1.67274,14,101,60.0167
0.749154,0.221653,53,-1.06698,-1.67907,15,126,53.2591
-0.211505,-0.293525,58,1.17938,0.328981,12,90,49.4171
1.74885,0.573292,44,-0.749289,0.845799,9,95,42.7921
0.789542,-0.0694126,50,0.340038,0.200289,11,103,48.1479
0.145486,0.966716,44,-0.21175,-0.185222,12,105,40.8118
0.337476,-1.12155,49,-0.263418,-0.270516,18,94,53.6977
1.04671,0.825684,44,-0.981563,-2.47055,12,94,49.7541
2.51168,1.20201,46,0.431968,-0.886066,14,122,47.2992
0.997224,-1.19224,40,-0.907259,0.0173793,13,114,45.0896
1.48924,0.0853218,42,1.83306,-0.133365,12,78,46.8886
0.721576,0.900187,61,1.23523,0.249805,13,96,58.2633
0.748356,-0.446538,32,-0.219361,-0.248203,16,135,38.8877
-0.722973,-0.596835,56,-0.532072,-1.23375,12,102,54.0776
0.537435,-1.05995,48,-2.45041,-1.02211,11,99,55.492
0.0139405,0.332231,46,0.0330706,-1.55186,13,91,48.6708
-0.255493,-1.24287,55,1.1422,-2.83146,16,110,56.6942
0.422634,1.06828,50,-0.709275,0.503728,12,88,53.5298
0.754205,-0.16737,53,-1.07361,1.1969,13,100,51.3164
-0.826798,0.0499177,48,-0.879142,-0.213334,7,94,43.2202
-0.957109,0.117923,50,-0.446021,-0.286733,16,121,59.0149
0.855142,-0.405297,45,-0.304318,-0.0974499,13,113,49.1665
0.626634,-0.115951,41,0.214777,0.645761,11,104,45.7163
0.0605033,-1.46904,75,-0.488461,-0.484233,18,118,79.5539
-0.463274,-1.21696,38,0.0942131,0.549427,9,94,36.7781
0.628297,-0.925884,39,1.45836,0.837542,15,121,40.0093
0.0150208,-0.518829,50,-0.407352,-2.28308,13,92,53.5545
0.779147,0.0150439,53,0.710079,1.22247,13,104,53.7214
-1.3985,-0.282567,31,-1.32277,0.561167,12,116,33.4499
-0.352164,0.19728,48,-0.778987,0.340527,8,84,45.8731
-0.0472816,0.24028,37,-2.60547,-0.980488,8,75,37.7914
-0.363098,-0.454579,56,-0.214836,0.72573,9,67,42.8094
0.0371392,0.929061,49,-0.67175,1.94165,16,85,52.7368
-0.800298,-0.408906,43,1.55447,0.389339,11,120,41.1007
-0.0574182,0.501558,46,-1.00168,-0.880263,11,94,43.6097
0.674773,0.535397,52,0.227843,0.794753,12,92,59.3614
1.0038,0.830226,60,1.01419,-1.18848,16,83,58.234
-0.803383,0.184709,48,0.869071,-0.324988,13,105,47.2001
-0.322241,-0.425624,62,-2.39806,-1.13563,13,91,54.8399
-0.535632,0.00763409,40,1.53425,-1.21825,16,116,42.5388
0.583875,-0.547446,59,-1.09726,0.536169,13,104,62.3699
0.406625,-0.369924,53,-0.690774,0.812986,12,86,46.9399
0.182888,-0.12815,54,-0.282863,-0.659506,14,115,59.3864
0.378059,0.0808536,45,0.4562,-0.160803,11,93,41.7888
0.453638,0.392224,46,0.468629,-0.631029,15,107,50.9361
-0.65194,0.0113277,43,-0.971888,0.809475,17,135,47.1294
-2.40912,-1.32233,51,-0.888889,0.97406,11,70,51.3445
-1.46501,1.18828,63,-0.418548,-0.786804,16,111,62.6359
-0.526847,-1.60096,41,0.349428,-0.451092,11,88,39.5149
0.464801,1.18538,50,0.452388,0.128246,17,125,56.0179
-0.728366,-0.269397,40,0.528401,-0.0834414,14,93,37.341
-0.845676,-0.611848,57,0.511243,-0.819281,16,107,58.7766
1.30408,-0.14585,49,0.944264,-1.79069,16,112,56.8274
0.678224,0.0113439,54,-0.70093,-0.00724803,12,104,59.6835
0.079453,-1.23711,53,-0.200075,-0.440815,17,112,48.177
-0.619341,0.470567,47,1.57003,-1.19905,10,86,42.4167
0.4037,-0.0908488,32,-0.309144,0.116816,11,105,32.2567
-0.580222,0.0506458,65,-1.16058,-0.913406,13,101,63.143
-0.398166,-1.36577,39,-1.8416,-0.80356,12,99,42.5326
0.363875,0.0110012,50,-0.378723,-0.424794,13,96,48.0036
-0.102975,0.208892,68,-0.953743,-0.949003,17,105,71.4765
-1.20114,0.108579,66,-0.781705,-0.213747,12,64,47.8584
0.811097,0.0914282,66,0.221346,0.0898571,16,106,67.9896
1.05746,1.70193,55,1.89467,0.398236,11,113,50.3817
-2.27008,2.36702,54,0.743977,0.332245,12,92,52.6633
-0.678326,-1.59311,60,-0.636758,1.7712,15,83,56.4109
2.10527,-0.539939,51,1.73608,0.452747,17,118,50.1384
-0.825859,-0.924288,45,0.952202,-1.1531,10,89,40.2009
-1.52707,-0.667702,48,0.4635,-1.25096,16,104,54.25
-1.1791,-1.11926,63,0.0499465,-0.490242,13,91,57.6108
-0.785745,0.11248,27,0.734768,-2.45587,13,111,31.8225
0.958088,0.988929,45,-0.770736,-1.48456,8,91,41.5328
-0.434197,0.414895,46,-0.800254,-0.383213,9,86,35.6633
2.08523,-0.569609,45,0.165234,-0.531496,11,91,41.5514
1.6248,-0.903928,28,-2.14633,-1.29722,15,118,30.8011
-0.123002,0.303299,51,0.489051,1.33315,13,100,49.572
-1.41144,-0.481678,56,0.355403,-0.752366,17,99,57.8935
0.958807,2.52925,55,1.06006,1.19247,13,82,57.9325
-1.24765,1.72992,45,-0.326115,0.260346,15,102,51.091
0.825253,1.29607,53,0.372279,1.26907,9,92,54.9342
0.674455,-2.05622,37,-1.22383,1.05351,5,80,31.2455
0.0144384,-0.994544,50,-0.497119,-1.29653,16,124,48.8296
0.859884,-1.21379,50,-0.461918,0.879551,11,76,44.878
-2.33585,-1.05369,39,-0.0398255,-0.997809,11,84,37.5509
1.01042,-1.26042,57,-0.823615,-0.184954,15,83,52.1749
0.884139,-0.468528,46,-0.0587581,0.417876,17,112,50.3917
1.05403,0.838496,39,0.258644,1.7359,17,91,50.2531
-0.956807,0.527165,58,0.226642,0.998408,10,93,57.9483
-0.271619,-0.882658,45,-1.72107,-1.72061,15,86,45.1983
-0.398213,1.10307,43,-0.685529,-1.03764,14,99,41.0541
1.87473,0.548752,45,0.050723,-1.09286,11,97,43.4296
0.235197,-0.434871,46,-0.810896,-0.165745,16,96,50.8376
-0.0231366,-0.209473,41,0.562131,-1.68198,9,92,37.0027
-0.776417,1.81632,56,-0.0250854,-0.527918,13,80,53.6816
2.00496,-0.595183,61,-0.401562,-0.961391,18,95,64.2928
-2.66105,0.09025,41,1.11541,0.0747193,16,101,49.9641
-0.400501,0.453042,57,-0.638991,-1.24416,14,98,64.6669
-0.0353526,-0.490855,57,-0.153613,-0.790051,8,65,37.9893
1.54854,1.47757,55,-1.11247,-0.267227,13,113,56.8588
-0.00641015,-0.0980519,37,-0.19986,0.912794,13,127,38.9374
-0.343636,-0.51876,55,-0.365134,-0.194766,14,110,54.8767
-0.122394,-1.80393,41,-0.864004,-0.108178,12,84,45.6754
2.13657,-0.746563,49,0.358816,0.785633,16,80,43.7893
-0.78308,-0.053885,51,0.242209,0.603382,15,120,56.6016
-1.17295,1.2547,70,-0.68781,0.00192334,13,78,60.39
-1.35914,0.0687473,45,1.78243,0.0480322,7,63,39.6049
0.288172,-1.1638,42,0.295505,-1.63974,9,94,45.1811
-1.59955,-0.301218,63,-0.768791,1.28649,14,101,68.9126
-0.999325,0.134436,49,-1.53729,0.459807,10,72,41.7544
0.718188,0.126234,51,1.63067,0.166702,10,105,56.6992
-0.148798,-0.511207,62,1.56079,0.0483985,6,93,55.0047
-0.870343,-0.195721,24,-0.29941,1.23103,6,51,30.2409
1.54954,-0.995025,54,0.349909,-0.0089584,13,83,52.1316
0.0801544,0.224761,49,-0.0673415,-0.365482,9,100,48.9359
0.788413,-1.30946,77,0.43984,0.164939,14,98,73.9159
-0.614662,-0.325473,37,-1.2338,0.324946,16,116,45.768
-1.28025,0.847297,36,-0.616928,-0.80099,6,67,24.8539
0.510489,-0.915184,54,-2.20914,-0.466421,12,106,54.1937
0.6471,-0.345268,44,-0.809958,1.45113,14,112,46.551
-0.070117,-0.177659,53,-0.103064,-0.0647677,12,92,51.4745
0.412898,0.0448534,46,0.13564,1.10982,15,106,52.6314
0.460286,0.981985,55,-0.571764,-2.48273,12,97,51.7164
-0.596168,-0.144644,45,1.99243,1.6265,13,106,37.5823
-0.149933,1.82765,44,0.728093,-1.02507,16,109,52.913
-1.96,-0.967143,48,0.214498,-2.64024,12,82,39.3256
0.913725,0.234305,53,0.956583,-0.908956,9,87,47.5612
1.18812,-0.127904,51,-0.167025,1.06605,14,99,51.4833
0.58575,-0.898375,28,0.496592,0.477715,12,104,35.3147
-0.277525,0.535291,55,-0.371353,-1.04279,9,110,61.3452
-0.694521,0.124113,45,1.45593,-0.176294,11,109,46.2084
0.402617,-0.704669,45,1.36052,-0.417123,13,87,53.1073
0.798149,-0.590532,45,0.362212,0.153325,13,78,40.7783
-1.13142,0.278916,49,1.25903,-1.14103,15,93,48.0521
-0.933141,1.42332,55,2.04116,0.579565,14,82,50.104
0.517369,1.19603,36,1.93295,0.809937,10,100,37.3895
0.386912,-0.759841,59,-0.306528,0.0536709,13,79,51.4186
0.0934526,-1.52681,35,2.05198,0.432451,12,118,35.593
-1.38049,-0.0755198,42,1.03309,0.429481,11,88,40.0363
-1.03442,-0.940839,62,-0.643522,-0.29919,18,97,64.8006
-0.695315,-1.29049,54,1.09032,-2.02558,11,90,47.1828
-0.428528,-0.553343,58,-0.187843,0.028376,11,107,58.3684
-0.674333,2.56687,54,-0.345734,-1.08249,17,112,64.6803
0.268688,0.562498,59,0.0805049,0.317653,15,86,57.8075
0.339376,1.3146,52,0.561218,0.597153,14,108,52.0895
0.24847,-0.456293,61,-0.938916,0.539151,17,100,69.935
0.651575,-0.147586,58,0.275102,0.934316,17,102,54.9718
0.191648,-0.852349,36,-1.22701,-1.08399,11,108,37.2591
-0.359609,-0.611973,51,-0.237601,-0.147672,9,99,59.4776
-0.537448,-0.234532,45,-1.45252,-0.372897,14,130,46.0856
-0.310923,-0.156095,59,-0.813644,0.616476,12,106,61.2474
0.142433,0.212761,52,0.230929,0.320089,12,99,56.5443
-0.428472,2.15268,48,0.979707,-1.84526,15,119,52.5148
0.766666,1.28188,57,0.31628,1.05473,12,106,53.2997
0.477754,-1.26475,58,0.505174,0.352972,10,78,48.6815
-1.7035,-0.943789,37,-1.11632,-0.629597,8,89,33.7292
1.42609,1.00947,50,1.34461,1.06213,13,106,53.5787
1.10199,0.931803,48,0.287053,1.36342,14,102,55.0381
0.968216,-0.666408,35,-0.97396,0.560391,14,96,41.4018
1.37765,0.660551,9,-0.714057,-0.370795,10,92,12.0368
0.746349,-0.792811,47,-0.187396,-1.86466,12,103,54.0897
-0.815777,-0.444678,58,0.40077,0.629288,17,114,63.7174
-0.188263,1.5826,58,0.125162,-0.555497,15,106,67.9174
1.76323,-0.487959,29,0.673114,0.130491,12,100,34.9717
-0.800093,-0.563877,54,0.823894,-0.260855,8,70,44.8363
-1.51378,-0.682082,54,-0.624459,-1.86238,15,94,56.2152
0.960895,-0.534204,34,-1.36678,1.55447,13,103,42.7033
1.19292,-0.796346,49,-1.58247,0.886512,17,127,53.6682
-0.751472,-0.212541,29,0.681168,-2.50776,15,119,33.9248
2.64147,-1.41157,51,0.669525,0.120211,13,97,52.2816
0.906368,-0.912295,37,0.410711,0.382555,9,91,36.1776
-0.159424,-0.740058,28,-2.36687,-1.19317,10,101,30.733
1.21143,0.0780118,35,0.195205,-0.947884,9,91,45.692
-0.208646,-0.241474,51,0.0552981,0.263798,10,89,43.9675
0.0466579,-0.56023,60,-0.553499,0.296913,15,124,61.7044
-0.263047,1.45756,61,-0.0123225,0.136642,12,82,52.9445
-0.412867,0.560446,49,-0.145084,-0.629545,10,78,38.3916
-0.251428,0.806071,40,-0.73875,0.718019,13,108,35.8318
-0.0226177,0.676521,44,1.15292,-1.01576,15,108,52.0225
1.263,-0.76697,34,1.68426,-1.00645,9,106,33.2719
-1.31299,0.308166,43,-1.24052,0.0465538,10,88,38.3196
0.663133,1.37544,49,1.29044,1.41199,12,109,50.0993
0.432679,1.46784,55,-0.581803,-0.793135,14,106,54.0451
0.446551,1.68447,70,-1.13622,-0.629908,19,118,78.1169
2.72643,2.41476,39,-0.40303,0.483161,8,78,41.7284
-0.923527,0.187287,60,-0.129925,-1.14231,13,82,56.2712
0.0426105,2.22378,43,-0.0477912,-0.464287,15,112,54.4247
-0.779594,-1.02319,57,1.82735,-0.805165,8,69,48.5366
1.02755,-0.248956,54,-0.69514,1.13006,11,107,52.3255
-1.83677,-0.919471,43,-1.39078,-0.511018,11,73,36.1956
0.95239,-0.52778,41,0.909394,1.12219,11,86,40.3756
0.966706,-0.309958,46,1.11294,-0.645844,16,93,46.283
-0.1354,0.117065,49,-1.63974,-0.664973,11,79,48.7221
0.483081,-0.0230941,41,0.174969,-0.697493,13,75,47.1569
0.711604,-0.244619,47,1.67275,-1.92884,13,76,43.3189
0.234957,0.757689,55,0.360051,0.201595,16,93,57.2674
-0.996425,0.440022,62,0.753822,-1.89239,13,121,68.1205
0.184065,-0.385734,44,0.594693,-0.955232,12,102,44.4283
-0.560937,1.0328,70,-1.75105,1.08573,13,88,56.755
0.329136,-0.709828,58,-0.370452,0.858694,14,106,58.7465
0.205088,-1.13553,41,-0.323913,0.750023,14,124,45.2614
0.989103,0.923489,36,-0.987038,0.460983,17,130,44.5759
-0.0193796,1.23495,55,1.29683,-1.48081,16,109,62.0099
0.646627,-0.157788,36,0.66258,1.38448,11,121,41.177
-0.353744,-0.87864,45,-0.0457104,-0.583007,11,110,47.4906
0.155423,0.663374,50,0.0875027,-0.692836,12,106,53.4828
-0.389504,-0.618468,41,0.336501,-0.281476,11,103,47.8049
-0.480252,-0.255166,58,-0.357828,0.616485,13,109,56.998
1.47442,-0.381982,46,0.288409,-1.30175,8,71,36.9996
-0.447493,-0.254035,47,2.03368,1.23232,15,107,48.6882
0.103963,1.3589,47,1.2548,-0.855604,15,92,50.7699
1.08169,1.38598,68,0.655684,1.31391,14,90,67.3146
0.584823,-1.33218,36,-0.362544,-0.754373,12,105,41.3261
-0.149594,-0.289312,42,-0.708083,-0.183369,11,100,48.8607
-0.0637492,0.593616,60,-2.03146,-0.0459361,13,112,55.9656
-0.0254845,-0.705774,68,0.366883,0.0432175,14,94,63.0439
0.808798,-0.116084,55,0.343267,-0.523352,15,109,55.2648
-0.868088,-0.583007,58,0.248839,-0.792717,17,127,58.1521
-0.769131,0.395649,39,-1.27437,0.379413,13,90,45.5287
1.60924,0.913477,41,0.624857,0.689402,14,103,37.9413
-0.720365,0.828969,57,-1.74382,-0.363878,13,93,55.2335
-0.445029,0.339123,55,0.974595,-1.2449,12,113,59.0034
-0.136871,0.354842,50,-0.685244,-0.750721,16,87,54.7952
-1.11181,0.190288,56,-0.441278,0.420799,11,89,53.2409
0.164571,-0.217743,56,0.238377,-0.515198,10,96,49.7843
-1.05636,1.15756,65,-0.584346,-0.991436,12,88,58.7652
2.25251,-1.26639,54,0.666162,-0.728042,11,84,49.1264
-0.343632,-0.118619,75,-1.41073,1.53683,13,92,67.6013
-0.260553,-0.422071,59,-0.903369,-0.166955,12,122,63.7246
-0.206006,-0.712767,45,-0.0240024,-1.58192,11,94,41.5118
-0.269622,0.0214348,59,0.386513,0.43772,11,88,53.5155
-0.646757,-0.482023,53,1.20224,0.111256,18,105,55.8377
-0.0875548,-0.38197,51,1.69151,0.00297633,16,124,56.8943
1.25072,-1.47763,55,-0.598838,0.475111,12,107,53.5237
0.985559,0.810437,63,0.608368,-1.38048,14,96,56.1549
-0.991844,-0.127758,50,1.46494,-0.12862,11,83,50.5419
0.603493,-1.32101,48,-0.226119,1.07546,14,95,47.7921
2.58282,-0.597935,60,-1.28517,1.79254,13,106,57.8401
-0.923241,-0.780849,47,-0.952785,-1.58774,10,83,45.6032
-0.153479,1.07621,68,-0.482681,-0.886144,15,100,69.2757
0.739642,0.622892,58,1.42992,-0.91798,9,94,60.9641
1.09539,0.319632,50,-0.624114,0.35753,13,87,50.6921
0.449047,1.20496,51,1.97851,0.678293,9,71,43.434
