Treatment,LD,Reading Decoding,Reading Fluency,Reading Comprehension
Control,Normal,111.9354532,13.24431022,55.97793455
Control,Normal,119.3042032,10.67776526,63.72696832
Control,Normal,123.4819925,14.64061317,76.00479158
Control,Normal,101.7756219,9.514241662,52.06055851
Intervention,Normal,78.89221318,6.052742195,42.60419786
Control,Normal,99.36752696,6.843020913,46.01571468
Intervention,Dyslexia,88.91970545,13.19348128,47.81242691
Control,Dyslexia,84.15331866,4.221464874,33.36201021
Intervention,Dyslexia,81.83529935,8.123819821,41.5957999
Intervention,Normal,112.7392978,16.49915338,61.25964356
Control,Dyslexia,77.50651651,7.244720731,34.95837184
Control,Dyslexia,93.15660368,9.062369778,48.48352127
Intervention,Dyslexia,67.09928494,7.62359116,46.64920796
Intervention,Dyslexia,73.47468057,10.23938211,30.60116256
Control,Dyslexia,65.6419436,4.516368112,25.84117519
Control,Normal,100.2558079,8.091182141,45.94262615
Intervention,Dyslexia,91.18453112,14.77871918,60.12075976
Intervention,Normal,96.07507619,10.72179379,52.21313528
Control,Normal,119.1865101,16.57557635,79.51792552
Control,Dyslexia,65.32729977,-0.680672819,26.37835527
Intervention,Normal,95.67434775,15.29611822,58.74222337
Intervention,Dyslexia,93.86504064,9.523513599,55.0747507
Control,Dyslexia,73.22360943,8.082123417,54.88143009
Control,Normal,90.1220843,6.924548046,45.42488375
Control,Dyslexia,77.15553062,4.94644585,32.51371713
Intervention,Normal,91.56701197,16.8014015,52.41283505
Intervention,Normal,123.5414267,19.60479378,66.90874032
Control,Normal,101.6607677,10.84733514,51.5104415
Control,Dyslexia,91.27243828,9.160473422,46.74708772
Intervention,Dyslexia,71.98586369,4.322598854,40.98997482
Control,Dyslexia,90.1723459,9.882067479,38.23054977
Control,Dyslexia,47.14693808,0.291204558,18.1166659
Intervention,Dyslexia,105.2167187,12.3807043,48.66217848
Control,Normal,85.90360267,7.955852399,46.6098849
Intervention,Normal,86.64346131,12.6648576,47.01012893
Control,Normal,92.07134838,11.97061205,46.49169475
Intervention,Normal,81.85057379,10.4656612,46.16756079
Intervention,Normal,96.73664086,8.474623083,54.66477222
Control,Dyslexia,56.78981052,2.419061737,41.6736309
Intervention,Normal,108.3473382,11.83410091,58.79784995
Control,Normal,97.28834128,13.71336937,49.95309835
Intervention,Dyslexia,88.78550708,13.8365698,53.25593088
Control,Normal,98.97922672,11.67925557,49.24585823
Control,Normal,104.6646437,8.668396706,52.49990031
Intervention,Dyslexia,78.91880583,8.509649341,39.64931487
Intervention,Normal,125.541774,13.25533554,59.17116063
Control,Dyslexia,94.56682172,9.038237898,45.25776554
Intervention,Normal,99.19970158,13.09871709,70.11747943
Intervention,Normal,106.1257492,9.59011469,69.98857931
Control,Normal,122.9259901,9.446996659,47.52560304
Control,Normal,102.2470303,8.990816504,52.41011508
Intervention,Dyslexia,90.01954811,14.12306257,46.83587033
Control,Normal,100.7403342,12.47211446,55.22815926
Control,Dyslexia,79.35010023,14.83666717,36.88372664
Control,Dyslexia,63.03110921,2.104270958,25.94591521
Intervention,Dyslexia,76.46893147,7.720905798,43.50733549
Control,Normal,93.21191764,9.77254427,37.94370312
Intervention,Normal,72.9467181,7.485910672,49.79728264
Intervention,Normal,105.4455837,12.16875972,61.3221588
Intervention,Normal,103.7642492,8.083068328,48.05981289
Control,Dyslexia,63.39090859,7.492618863,42.0901785
Control,Dyslexia,88.3496783,9.429608023,46.4840321
Control,Normal,110.7663334,11.2638589,44.33542471
Control,Normal,89.66844212,8.558906726,43.13363565
Control,Normal,89.77628281,5.880964835,45.31715161
Intervention,Dyslexia,88.43002326,7.036827106,59.09190374
Control,Normal,113.169148,11.76771611,67.73934969
Intervention,Normal,116.5189189,11.40767102,58.48403989
Intervention,Dyslexia,87.0905472,9.804965776,40.32533621
Intervention,Normal,78.16931708,6.986970784,43.26318312
Control,Normal,97.60260912,8.138769298,47.01007815
Intervention,Normal,88.23360178,13.98201425,57.14045415
Control,Normal,78.02654295,4.055308351,23.58613392
Control,Dyslexia,72.49575355,6.521369053,47.07594848
Intervention,Dyslexia,121.8868657,15.94535541,59.5961862
Control,Normal,91.66827004,4.008460671,42.0976193
Control,Normal,77.15063021,9.404236312,42.06505861
Intervention,Dyslexia,80.46185415,5.333051012,29.21530752
Intervention,Dyslexia,111.4405061,11.47793735,46.79048976
Control,Dyslexia,88.26286052,10.59460304,34.85638085
Intervention,Dyslexia,80.35555389,10.92879174,54.40323091
Intervention,Dyslexia,96.70524963,13.2348154,44.72161104
Intervention,Dyslexia,69.99578019,11.93306539,44.91594647
Intervention,Dyslexia,90.2686712,12.00384074,49.63998252
Control,Dyslexia,72.78990825,9.56412546,45.77425267
Control,Normal,109.0991023,18.39500196,62.31530836
Control,Normal,95.35746192,3.94982935,37.18635065
Control,Normal,105.9505931,10.47024046,53.55351382
Intervention,Dyslexia,101.6457482,7.820758013,49.81272731
Control,Normal,115.4023067,11.06473413,61.01636575
Control,Normal,78.31632549,7.834324992,51.47584624
Intervention,Normal,96.47238674,13.30518172,63.42476471
Control,Normal,73.49303968,7.724409732,29.69890243
Control,Normal,74.52760571,5.745917391,37.15471599
Intervention,Normal,98.96769415,10.62597545,60.16392726
Control,Normal,103.0791811,11.83316634,45.45059676
Intervention,Dyslexia,93.3928644,12.0791293,45.75796744
Intervention,Normal,117.6562095,13.03983043,64.42837127
Intervention,Dyslexia,79.40737835,10.57561424,40.32576086
Control,Dyslexia,85.72870182,6.297636846,49.88114767
Intervention,Normal,92.48570697,14.37534573,64.38564306
Control,Dyslexia,88.67085335,7.098431282,41.19445501
Intervention,Normal,88.30354712,8.865892861,44.35604096
Control,Dyslexia,75.25006419,4.904759976,32.95690601
Intervention,Dyslexia,111.1971984,13.01584005,54.70040726
Control,Normal,91.33452209,4.26648242,42.70067441
Intervention,Normal,96.64966344,8.442134994,48.90723525
Intervention,Normal,113.4035896,12.81869769,58.40948894
Intervention,Normal,133.9987283,10.23759422,62.6879693
Control,Normal,84.6704182,7.650940303,42.15079938
Control,Normal,112.0063156,11.40106762,53.1065339
Control,Normal,92.18059303,5.210085485,43.30840821
Control,Dyslexia,74.71535215,11.05454192,36.48929619
Intervention,Dyslexia,89.78148431,16.15425074,42.86599009
Control,Normal,96.74687415,11.63974633,56.73205234
Control,Normal,90.32978894,14.04639825,56.44882661
Control,Dyslexia,99.70954576,10.37187587,44.08372717
Control,Dyslexia,85.0768891,3.572761023,30.36688537
Control,Normal,101.6479988,13.14007006,50.68751961
Control,Normal,91.24114975,8.272672941,54.85298961
Intervention,Dyslexia,89.29620208,12.71624373,40.38574956
Intervention,Dyslexia,81.73257907,9.987610246,55.40132661
Control,Dyslexia,76.04009912,5.585887944,32.3789364
Control,Dyslexia,91.23747592,6.926743218,40.79531289
Control,Dyslexia,73.8082205,6.619177981,38.32082254
Intervention,Normal,112.6730495,10.28482668,64.28407404
Control,Dyslexia,82.02166736,11.50014956,56.16523102
Intervention,Normal,102.4230234,14.73777093,66.6019127
Intervention,Dyslexia,90.63573602,5.819886514,47.3025714
Control,Normal,83.82350108,9.558307983,42.5825395
Control,Normal,90.65759346,4.601409826,40.04667271
Intervention,Normal,106.7149672,10.86670421,69.92254238
Control,Normal,89.53288966,15.77195663,51.98542544
Intervention,Dyslexia,94.72302683,13.17378846,54.79836826
Control,Dyslexia,87.3874995,4.443630065,51.50479644
Intervention,Normal,94.56913189,10.32305072,60.20538927
Intervention,Normal,87.53518341,14.48823507,55.4478163
Intervention,Dyslexia,79.9411133,10.79233264,43.70578122
Control,Dyslexia,89.38415576,7.118393887,32.84502267
Control,Dyslexia,90.89437348,6.633863254,51.64271108
Control,Dyslexia,58.98446229,1.017637693,18.75963507
Control,Dyslexia,86.31020893,14.18766103,56.45164729
Control,Dyslexia,112.0201797,13.9017866,49.79685991
Control,Normal,98.81513504,8.382875997,55.51048253
Control,Dyslexia,79.49597821,8.732323388,31.69303249
Intervention,Normal,104.9993843,11.42463127,57.91604061
Control,Dyslexia,83.12399398,8.212529733,41.47897602
Intervention,Dyslexia,86.91039277,8.604693687,56.48700896
Control,Normal,101.0986809,6.413551696,49.41329099
Intervention,Normal,112.5205706,14.33977602,64.46832147
Control,Dyslexia,70.54265621,6.368598106,26.29347606
Intervention,Dyslexia,96.38542252,8.393079249,48.79166323
Control,Dyslexia,57.13420517,1.551749607,29.06854009
Intervention,Normal,108.4883517,10.95836561,54.38750549
Intervention,Normal,88.38457635,12.38474674,54.46613045
Control,Normal,103.1210592,9.334259916,54.9606996
Control,Normal,81.3221971,3.693078629,34.45699277
Intervention,Normal,89.64237154,15.0214092,51.87230105
Control,Normal,105.9519298,12.05703332,60.99444132
Intervention,Normal,97.45401309,10.19899945,55.78328388
Intervention,Dyslexia,56.14541451,9.188873111,40.56448517
Control,Normal,100.2209682,3.631101717,47.06534565
Control,Dyslexia,114.7174156,12.59167742,57.21941257
Control,Normal,80.71367959,8.508298212,43.65683258
Control,Dyslexia,61.99798644,5.902013975,29.61163129
Control,Dyslexia,69.8676667,2.137087275,29.6600146
Control,Dyslexia,69.13907394,11.32308828,33.86427169
Intervention,Normal,94.55129206,13.471556,59.12952659
Control,Normal,84.45115611,8.660057777,33.22442837
Control,Normal,100.7734345,8.239018998,42.84789677
Intervention,Normal,104.0248415,10.76282665,59.01471773
Control,Normal,91.40051302,11.49613311,54.67048575
Control,Normal,102.263584,9.644729125,54.978321
Intervention,Normal,100.1597922,9.155196893,54.3023248
Intervention,Dyslexia,91.28851592,11.77564505,46.49761533
Control,Dyslexia,89.0971104,7.852685612,37.55390327
Intervention,Normal,101.9416415,9.610734645,53.72704473
Control,Normal,99.43481989,10.58280204,63.23058595
Intervention,Normal,112.4455297,16.5921276,68.54018045
Intervention,Dyslexia,87.34262923,7.709734405,39.17823712
Intervention,Dyslexia,75.84954097,3.440425267,37.79343314
Control,Normal,94.25165887,4.081506725,44.9481962
Control,Dyslexia,86.09952679,10.2026285,44.83711765
Control,Normal,94.49425938,11.42929845,42.9086858
Intervention,Normal,83.17859931,12.99858182,45.10491932
Intervention,Normal,99.88846978,10.21634176,58.09949575
Intervention,Dyslexia,99.81702865,15.48783097,64.24664574
Intervention,Dyslexia,91.49624209,9.357726646,38.19141951
Intervention,Normal,100.5927387,12.44778592,51.26184085
Intervention,Dyslexia,76.11368227,9.125809055,38.48871242
Intervention,Dyslexia,95.78828762,8.842299258,53.86202127
Control,Dyslexia,71.74951789,5.030879195,25.5500554
Intervention,Dyslexia,91.52625726,15.41126856,47.4259602
Control,Normal,97.52838224,5.486942069,49.21376447
Intervention,Dyslexia,101.6145723,13.89533702,50.62307839
Control,Dyslexia,89.90233958,7.094979707,52.47395995
Control,Dyslexia,88.71756787,15.5794976,57.4432092
Control,Normal,95.5201524,11.4339913,49.68652911
Intervention,Dyslexia,89.82363912,11.65284815,38.27247232
Intervention,Normal,110.2439307,14.50144471,56.4588265
Control,Normal,121.1859185,12.03842662,66.27623072
Intervention,Normal,105.457903,7.725234302,62.45952955
Control,Normal,105.9148455,8.4939514,53.67959438
Intervention,Normal,90.14684199,10.12088006,47.20353243
Control,Normal,105.6811962,9.975206969,51.1283163
Intervention,Dyslexia,86.81656661,13.38770449,45.86364024
Intervention,Dyslexia,94.36536409,13.14314986,54.10967396
Control,Dyslexia,76.84812257,6.55550305,45.34686398
Control,Normal,100.2056078,13.73905408,46.59673913
Control,Dyslexia,69.71334815,6.5822366,34.47275636
Control,Normal,112.8846636,6.470161368,44.83601753
Intervention,Normal,100.7802959,12.35656101,48.77412197
Intervention,Dyslexia,92.51422313,14.59277585,52.55059791
Control,Normal,79.35444429,13.61208889,40.9218486
Control,Dyslexia,84.71221391,10.09951642,44.84028884
Control,Dyslexia,82.64936186,12.33483023,36.81662171
Control,Normal,111.7538911,13.32012055,55.33084771
Control,Normal,97.15833572,12.58614281,60.52293231
Intervention,Dyslexia,91.10989429,13.54291725,54.16755495
Control,Normal,77.8884879,6.792713015,48.32330768
Control,Normal,96.22429672,5.745918433,52.6290538
Control,Dyslexia,69.42077531,9.739234125,32.80429241
Intervention,Dyslexia,86.27503842,12.04724386,48.53051942
Control,Normal,95.2097854,11.13111068,47.67886353
Intervention,Normal,111.8939932,12.43429031,60.03395331
Control,Normal,97.82801998,8.129557753,49.16359844
Control,Dyslexia,98.51256586,10.09251813,58.43152542
Intervention,Dyslexia,82.95275829,11.41776052,42.97123234
Intervention,Dyslexia,101.877803,10.03861088,46.13775722
Intervention,Dyslexia,85.54969505,9.743775282,58.84657272
Intervention,Dyslexia,87.94008393,5.748744362,36.09127391
Intervention,Dyslexia,68.13163779,2.203221474,26.51507849
Control,Normal,112.1901201,13.51471223,59.67075984
Control,Dyslexia,83.71323727,8.167342037,45.98738838
Control,Dyslexia,91.66116311,8.765586187,49.27451223
Intervention,Normal,105.9894591,13.28041635,65.83732441
Intervention,Normal,108.9585129,17.91359278,59.84215248
Control,Dyslexia,62.3191994,0.698674936,31.7351237
Control,Dyslexia,64.79210707,6.860494423,30.36146126
Control,Normal,111.92075,11.67193749,60.2364671
Intervention,Normal,112.3458483,12.06553615,66.11340304
Intervention,Dyslexia,92.26545571,12.24681909,41.31914177
Control,Normal,94.12651294,10.57539799,45.14766091
Control,Normal,101.2275096,11.70487527,44.61852258
Intervention,Dyslexia,70.88939135,5.580855838,34.81294705
Control,Normal,67.50958358,2.608932134,25.39164846
Intervention,Dyslexia,89.66643445,14.98292988,44.48376765
Control,Normal,118.2045638,16.15674419,60.39875813
Control,Normal,103.5935248,12.84969373,56.92984103
Intervention,Normal,105.2136689,12.39664063,57.48151574
Intervention,Normal,105.2947499,9.061818406,53.68205835
Control,Dyslexia,70.48123883,2.884533209,37.93597125
Control,Dyslexia,69.68228989,11.45829875,36.95307986
Control,Normal,90.99772829,10.52419712,43.46473118
Control,Normal,94.83316506,4.670261618,44.91644494
Intervention,Normal,112.723595,16.53763141,57.23889621
Intervention,Dyslexia,98.65857303,12.12724611,52.24606354
Intervention,Normal,114.3373383,13.58797272,54.20677346
Intervention,Dyslexia,83.99568465,10.99887387,47.61765562
Control,Normal,82.40730184,4.736316059,43.90966132
Intervention,Normal,108.5183075,11.95260232,49.10029178
Intervention,Normal,85.52584272,3.889328795,40.81403746
Intervention,Normal,106.2072376,14.16967894,64.12945456
Control,Normal,72.13842619,8.090502751,38.45572045
Intervention,Normal,103.7141985,12.1956144,54.37704263
Control,Normal,83.8496935,5.917160141,30.37021787
Intervention,Dyslexia,93.98394535,6.255337599,60.73080327
Intervention,Dyslexia,81.41705665,7.335966785,28.53037296
Control,Dyslexia,56.57298357,0.277904814,18.15588887
Control,Dyslexia,96.94582345,9.074303306,46.27316008
Intervention,Normal,107.6920934,12.89576952,49.09067783
Control,Dyslexia,91.21377011,11.26801573,50.23042928
Control,Dyslexia,66.29049581,7.093150793,22.20102544
Control,Normal,73.10435924,7.96528536,32.24428622
Intervention,Dyslexia,80.16706575,9.562203716,48.53395182
Intervention,Dyslexia,79.51910671,13.67158017,48.69319274
Control,Normal,88.78928346,11.25867855,45.83173089
Control,Dyslexia,97.17965757,7.109540671,49.37640633
Intervention,Normal,111.939366,6.210635061,57.1536859
Control,Normal,114.107884,6.273094023,52.44890121
Control,Dyslexia,94.41017863,10.37397343,47.45178508
Control,Normal,98.6337907,10.5083539,57.78604345
Control,Normal,93.84298049,9.742505566,50.51870077
Intervention,Normal,113.3772002,13.74584561,66.84167719
Control,Normal,106.3367178,10.96707463,49.81689925
Control,Dyslexia,80.9680803,12.03029622,41.2297268
Intervention,Dyslexia,104.0710487,10.04009531,56.32533207
Intervention,Normal,98.54615052,13.08180412,40.52428067
Intervention,Dyslexia,79.29345221,8.274246225,33.79755807
Control,Dyslexia,77.47604098,9.668994636,42.05179651
Intervention,Dyslexia,65.97289113,10.43987003,33.41307067
Intervention,Dyslexia,66.51208109,7.673784905,22.5990276
Control,Normal,85.90421482,10.7536505,47.9990293
Control,Normal,102.6447561,9.168089492,53.09379331
Control,Dyslexia,86.27369334,9.210001053,43.73760237
Intervention,Normal,76.8322069,11.38381436,52.35747645
Intervention,Normal,97.81365333,12.94538857,51.80659659
Intervention,Normal,104.244471,11.8621527,61.30342528
Intervention,Normal,109.4868219,15.94812541,60.25246705
Control,Normal,80.30408365,4.94520692,27.47766625
Control,Normal,86.58479218,13.76335301,51.28402362
Intervention,Normal,83.84250805,10.53925926,51.0497021
Control,Dyslexia,69.79363285,8.093053343,32.09987903
Intervention,Normal,124.0145145,12.33501568,61.5336413
Control,Dyslexia,77.32428601,4.577278816,29.4978407
Intervention,Normal,85.31350588,11.54739063,51.39663948
Control,Normal,88.57339932,9.147558421,40.13574828
Control,Normal,84.25066846,5.675210323,40.8723581
Intervention,Normal,98.39064215,9.304775514,51.62327737
Control,Dyslexia,92.3985752,8.951782057,32.32520143
Control,Dyslexia,70.39962582,10.37293223,32.17924994
Control,Dyslexia,69.18344359,9.70107968,27.85450832
Intervention,Dyslexia,81.60357311,7.818415917,33.28307347
Control,Normal,97.37661534,10.82716675,53.29118997
Intervention,Dyslexia,82.03060819,12.11629578,45.05363847
Control,Dyslexia,89.63539371,9.048477848,46.34745888
Control,Normal,87.76163083,6.311571203,52.11310258
Intervention,Normal,109.772245,14.65535974,56.00899295
Intervention,Normal,97.61859731,12.90902726,51.70041483
Intervention,Dyslexia,103.4853203,15.38225431,54.39345346
Intervention,Normal,125.1120105,13.35733425,70.72106601
Intervention,Dyslexia,65.49608542,8.994502396,39.12227831
Control,Dyslexia,64.128691,7.567974465,40.40306602
Control,Dyslexia,78.30339035,7.476554405,30.5801012
Control,Dyslexia,83.47180508,10.30417415,39.55494668
Intervention,Normal,58.26734587,7.073433629,28.75345335
Control,Normal,93.33675487,8.089112166,55.08945591
Control,Normal,107.8038214,12.51175298,50.33522118
Control,Dyslexia,79.21247763,8.107053255,32.79099429
Control,Dyslexia,92.19270743,8.611424427,46.70446031
Control,Normal,104.2600214,8.228989933,48.09701012
Intervention,Normal,85.15058554,7.46146142,39.55385286
Intervention,Dyslexia,91.72723574,8.454550601,35.43514967
Control,Dyslexia,101.9385399,8.392264789,53.81715481
Control,Dyslexia,95.85929752,8.691055891,46.50910429
Control,Normal,91.13746244,11.94321102,58.13562321
Control,Normal,106.2911789,8.072838647,43.75822064
Control,Dyslexia,78.26041545,4.52748927,30.46929228
Intervention,Dyslexia,80.76556322,3.258293647,46.69788224
Intervention,Dyslexia,87.28818417,11.69442603,33.46628684
Control,Normal,100.1060438,11.04601693,50.03122975
Control,Normal,99.06266322,14.89790056,59.36411724
Intervention,Normal,109.2418212,12.02233907,50.78153514
Intervention,Normal,96.14140942,11.11979201,49.50343238
Intervention,Normal,84.2241662,6.252380505,54.079525
Control,Dyslexia,80.67537154,6.96229706,39.23206752
Control,Dyslexia,88.15676977,8.884004028,37.44518963
Intervention,Normal,82.88819256,10.90178472,57.45845862
Control,Normal,93.05202566,13.10066362,53.04701913
Intervention,Normal,108.6820689,10.54050299,55.512685
Control,Dyslexia,55.19426439,3.357321921,31.47715216
Control,Dyslexia,78.53143556,6.310094905,31.46775446
Intervention,Dyslexia,83.43260611,14.22920424,49.4113944
Control,Dyslexia,85.7807894,11.73179575,47.98640316
Control,Normal,104.195086,9.17295152,54.23722352
Control,Normal,106.8362541,8.271613179,53.73204592
Control,Normal,77.05968062,4.196443699,42.69598248
Intervention,Dyslexia,77.49564239,4.563919243,38.52293032
Intervention,Normal,105.1353282,12.69452162,68.19958657
Intervention,Normal,103.0004507,6.736827403,46.87794377
Intervention,Normal,94.80892523,9.962671898,55.38986696
Control,Normal,87.35849971,8.890204596,41.78823543
Intervention,Dyslexia,102.9537926,11.37613332,52.50771944
Intervention,Dyslexia,86.70443181,7.5713025,42.22363789
Intervention,Dyslexia,99.20220493,10.45393743,49.85356492
Control,Dyslexia,80.9907099,7.56681003,35.06784727
Control,Normal,97.54636125,9.288679643,56.61707321
Control,Normal,102.5110348,11.78964063,52.54423533
Control,Dyslexia,70.46499379,5.721052235,32.22721073
Control,Normal,100.4768482,12.51594164,48.77774662
Intervention,Normal,98.30400393,10.02687564,54.77234646
Intervention,Dyslexia,75.62209692,10.94602999,42.20325474
Intervention,Normal,69.35245636,6.926597338,39.37540507
Intervention,Dyslexia,92.56179536,14.26209897,47.0718109
Control,Dyslexia,75.26924817,11.58319083,39.00227648
Control,Dyslexia,92.03351238,7.096449686,39.85776889
Intervention,Dyslexia,89.81863032,14.6673028,53.24814075
Intervention,Dyslexia,89.39537845,13.93880358,40.33015603
Control,Normal,93.96143145,10.87053704,48.19881576
Intervention,Dyslexia,88.90938923,8.135837117,43.28535279
Intervention,Dyslexia,93.53619813,15.87894024,49.56123395
Control,Dyslexia,86.52069727,12.67205304,52.20462075
Intervention,Normal,97.44986018,9.699435471,61.11511208
Control,Dyslexia,80.74960869,9.136404068,39.47140838
Intervention,Normal,111.0211286,12.40354176,60.52528105
Intervention,Dyslexia,85.86378344,11.20353245,44.10107037
Control,Dyslexia,82.38619128,9.961014295,43.8959653
Control,Normal,89.50127619,9.615041243,55.60262068
Intervention,Dyslexia,62.97081554,9.526434414,30.41512076
Control,Normal,92.45076997,6.878712314,36.87338876
Control,Dyslexia,76.05832785,9.520214513,40.43895066
Control,Normal,91.22995095,7.506225931,41.89284666
Control,Normal,104.9568032,6.936217992,53.22867487
Control,Dyslexia,69.63926214,8.282392189,41.57034658
Control,Dyslexia,72.34493595,6.322277788,22.97962564
Control,Normal,90.07795442,5.570364595,50.56258567
Intervention,Dyslexia,83.25542334,7.279596002,46.93872153
Control,Normal,102.5694264,9.087593053,50.03328766
Intervention,Dyslexia,101.8866836,9.244497369,52.09689849
Intervention,Normal,109.6190966,13.06980765,55.87319386
Control,Normal,101.0110512,11.93601457,53.95631036
Intervention,Normal,96.34207147,9.73181326,48.13149441
Control,Normal,82.36438957,8.680137285,44.91297518
Intervention,Normal,100.6819038,13.56001112,53.11935345
Intervention,Normal,87.79865963,14.43928872,57.49159818
Intervention,Normal,116.7333693,11.29610658,62.30547306
Control,Normal,120.0378883,16.60506109,66.15443609
Control,Dyslexia,58.09030048,1.267832481,20.21076992
Control,Normal,86.52093922,9.116329507,57.04008872
Control,Normal,115.1601778,10.07849705,49.84755826
Intervention,Dyslexia,90.40049391,9.767495328,36.28736972
Control,Dyslexia,54.76086473,3.750495453,26.81858185
Intervention,Normal,86.53922757,9.048601627,45.62560581
Control,Normal,73.83706888,6.925169021,31.07973198
Intervention,Dyslexia,101.4333325,8.398534937,52.41651689
Control,Normal,93.57440644,5.532150346,39.04327134
Control,Dyslexia,89.01371512,13.1887471,54.43410315
Intervention,Normal,95.47237224,10.19591397,55.73654743
Control,Normal,105.7656656,9.668445324,57.24330222
Intervention,Normal,88.97677844,9.886187959,36.69463871
Intervention,Dyslexia,91.00446285,10.63407732,50.74181938
Intervention,Dyslexia,105.9607501,6.605189447,55.82318282
Control,Dyslexia,81.63291123,12.88644294,56.59246837
Intervention,Dyslexia,109.2013324,14.64905925,58.88404507
Control,Normal,96.21190932,4.458830366,49.00820122
Control,Normal,77.42668529,9.099739228,39.93540196
Intervention,Dyslexia,111.821077,8.417948952,54.32350064
Intervention,Normal,80.16047734,10.00758259,49.27409621
Control,Dyslexia,85.01184211,6.297045414,41.89718984
Control,Dyslexia,100.6681106,4.117125614,39.74546775
Control,Normal,119.9677551,14.23754195,66.81428998
Control,Dyslexia,82.0904731,5.373749874,37.53011867
Intervention,Dyslexia,84.8988381,13.28158955,46.91290965
Intervention,Normal,91.81828865,14.15314543,41.80444467
Control,Dyslexia,79.56351364,7.095649289,54.07329682
Control,Normal,97.43804717,13.58686785,51.03136486
Intervention,Normal,97.01407284,8.53080082,48.94056084
Intervention,Dyslexia,85.86477107,11.03203733,39.31306415
Control,Normal,94.31352089,13.06198925,50.23573329
Intervention,Normal,102.5050457,10.0906002,47.41416085
Control,Normal,106.4213546,8.216873705,43.91604951
Control,Dyslexia,89.6975676,3.053612455,44.63306524
Intervention,Normal,100.6435922,13.2677315,57.99897984
Control,Dyslexia,98.59198873,9.528383835,45.53329942
Control,Dyslexia,71.64241198,6.08366543,35.43926817
Intervention,Normal,114.3829712,15.86997329,67.4200869
Control,Normal,116.1667101,12.94716782,57.47895809
Control,Normal,104.5468931,11.8421692,63.89502982
Control,Dyslexia,95.47785648,11.75983888,46.0874188
Control,Normal,118.9784229,13.46252782,59.91451466
Intervention,Normal,78.39001045,9.029496409,38.86953195
Intervention,Dyslexia,95.2433491,13.44065402,40.66357979
Control,Dyslexia,98.51579521,10.3827875,45.89045062
Control,Normal,85.53202791,10.66805409,38.51664623
Intervention,Dyslexia,86.47229049,4.072432416,30.10327721
Intervention,Dyslexia,106.8269262,10.90571092,51.59388306
Control,Normal,89.19930639,8.530917622,41.63372179
Control,Normal,88.82633335,9.509888314,43.67957208
Control,Dyslexia,66.24288752,10.42551636,36.49941683
Intervention,Normal,115.7618735,15.75237296,63.75369409
Control,Normal,97.01984056,12.57272958,53.26148229
Intervention,Dyslexia,112.5446859,16.35108077,60.61205486
Intervention,Normal,95.89195174,3.065582596,38.12205165
Control,Normal,79.24902703,10.29340954,42.38309391
Control,Dyslexia,89.79342966,4.72736406,36.99369682
Control,Dyslexia,85.67171744,4.315993983,46.59765237
Control,Normal,115.6417847,11.55794097,57.43142289
Intervention,Dyslexia,86.99955928,9.198929216,51.24144056
Control,Dyslexia,92.36190663,13.28341576,40.7698513
Intervention,Normal,96.80007842,11.99238171,64.57717985
Intervention,Normal,114.6759117,13.64139074,65.28488243
Control,Dyslexia,96.2881934,9.965455317,45.90980808
Intervention,Dyslexia,86.44298421,10.23401382,36.87159423
Control,Dyslexia,87.95335312,11.04207502,43.81829402
Control,Dyslexia,72.76680251,11.44206769,40.1885114
Intervention,Dyslexia,78.79079018,13.87467386,42.01867073
Intervention,Normal,93.39648069,3.660289643,40.57901654
Control,Normal,80.40993793,6.766878108,24.35454052
Intervention,Dyslexia,86.63821676,10.85582475,41.66656367
Intervention,Normal,107.6776893,10.78707674,50.92856075
Intervention,Dyslexia,105.581397,9.989172738,50.08349367
Intervention,Normal,94.58284821,10.73256015,58.29528994
Control,Normal,107.9500922,12.41333801,59.47428772
Control,Dyslexia,68.08916687,8.003459693,30.37695219
Intervention,Normal,108.864135,11.72725339,50.6430589
Control,Normal,114.9516418,11.59075616,57.82630565
Intervention,Normal,87.40652778,12.74111991,57.28904798
Control,Normal,105.1630599,8.555855611,56.90427025
Control,Dyslexia,58.1459241,8.995485676,40.5574586
Intervention,Normal,112.0805316,12.91003603,43.13877777
Intervention,Normal,97.74629255,6.380358351,60.40289983
Control,Normal,102.5832152,9.329016025,42.31834063
Intervention,Normal,98.28124924,11.32237453,61.83403922
Control,Normal,109.2095144,7.93803326,52.82419749
Intervention,Dyslexia,82.07449851,12.07913032,42.52095482
Intervention,Normal,96.37487966,9.465911361,39.78538279
Intervention,Dyslexia,96.31647951,10.03241169,46.64423454
Intervention,Dyslexia,99.3534748,12.8198665,46.46443083
Control,Normal,122.9517918,11.13266277,57.0348631
Intervention,Dyslexia,103.5029328,9.010861852,49.83206901
Control,Normal,87.20818739,10.57970616,51.13317283
Control,Dyslexia,94.55647085,6.348649852,36.61199906
Control,Normal,107.0950022,10.15570719,44.08933715
Control,Dyslexia,64.3426982,9.542244839,34.14136636
Intervention,Dyslexia,76.6421959,14.07865721,46.70625273
Intervention,Normal,120.9122853,10.18034839,67.74315719
Intervention,Dyslexia,93.93038439,10.43047939,44.24209411
Control,Dyslexia,103.4849004,10.23089455,47.3335929
Intervention,Normal,102.5196704,7.054838906,48.12893696
Control,Dyslexia,64.89848924,7.657295741,41.85788359
Intervention,Normal,91.83750925,9.106651005,55.46411961
Intervention,Dyslexia,77.51086811,10.3889618,45.79453833
